id,ad_content
f2f28a73-e623-5bc6-9a6f-fb3f89e789cb/a7,"27. Unterzeichneter thut E. E. Publikum zu wissen, daß er sein Lokal verändert hat, und nunmehr in No. 1238 zu St. Alban wohnhaft ist; er dankt zugleich seinen geehrten Gönnern, die ihn bis dahin mit ihrem werthen Zutrauen beehrt haben, und empfiehlt sich fernerbestens für alle in sein Fach einschlagenden Arbeiten, und verspricht die beste und billigste Bedienung. Wilh. Vögtlin, Maler und Lakirer."
f2f28a73-e623-5bc6-9a6f-fb3f89e789cb/a8,"Bekanntmachung. 24. Nachdem nun Herr Gysin verreist ist, so wird E. E. Publikum angezeigt, daß sowohl das Haus zu St. Johann, als auch das zu St. Peter aus freyer Hand zu verkaufen steht. In Ermanglung eines Käufers wäre ersteres zu verleihen. Auskunft hierüber ertheilt Notarius Dietz."
f2f28a73-e623-5bc6-9a6f-fb3f89e789cb/a9,"26. Samstags den 21. dieses, hat ein Posamenter ein Reissäcklein von Kamlot grün und roth gestreift, worin sich 1 lb und 8 Loth schwarze Seide in Papier gewickelt befand, beym Kornmarkt-Brunnen abgelegt, und während er einen Augenblick auf die Seite gieng, ist dasselbes weggekommen; – alle bisher gemachten Nachforschungen sind fruchtlos geblieben. Sollte etwas davon zum Verkauf ange. tragen werden, oder sonst jemanden zu Gesichte kommen, so bittet man, gefälligst Anzeige davon im Berichthaus zu"
fbe04d6b-82a3-59de-ac4f-38e337a57b98/a0,"scheinlich, einer besondern Hülfe bedürfdaß aus ihr ebensowohl die Methode der 4. n e ig tig sind, ich meyne die Taubstummen? Erziehung und des Unterrichts, als auch über die Sollte nicht vielmehr gerade bei dem der wesentlichste Inhalt des Unterrichts, seit dem May 1833 in Beuggen Gedanken an diese Classe von Unglücklider Kern des Unterrichts genommen wird. chen uns jener Ausspruch des HErrn als Denn die heilige Schrift hat allein die bestehende der bedeutsamste Wink, ja als ein Gebot Wahrheit, sie allein giebt namentlich den Taubstummen-Anstalt. vorschweben, wenn Er dort Johannes9 richtigen Aufschluß über das Wesen des Seit dem May dieses Jahres 1833 ist seinen Jüngern, auf die Frage über den Menschen und dessen Organism nach hier in Beuggen eine Anstalt eröffnet zur Blindgebornen und die Ursache seines Geist, Seele und Leib. Darum können Erziehung und zu dem Unterrichte taubUnglücks, antwortet: Weder dieser, noch aus ihr die wahren Grundsätze der Erstummer Kinder. Diese Anstalt ist durch seine Eltern, haben gesündiget, sondern, ziehung und des Unterrichts allein gedas Comité der längst hier bestehenden, daß die Werke Gottes offenbar würden nommen werden. – Indem aber dann freywilligen Armen-Schullehrer-Anstalt an ihm, (darum ist er blindgeboren.) ferner der Unterricht keine andere, als ins Daseyn gerufen, und steht darum Dazu also ist, so sagt der HErr allen , die hohe Aufgabe hat, nicht nur den auch unter der Leitung einer aus derl seinen Jüngern, das Unglück und Uebel Verstand mechanisch zu bilden und mit Mitte des Comite gebildeten Commission. überhaupt in der Welt, daß Gott daeinigen Fertigkeiten auszurüsten, sondern Jenes Comite hat durch die Eröffnung durch verherrlichet werde, daß sich Gotauch das Herz zu veredeln, mit der Liebe dieser Anstalt einem wirklichen christlichen, tes Werke daran offenbaren, daß sich Gottes bekannt zu machen, und mit der Bedürfnisse entgegenkommen zu müßen also, weil der Glaube und die Liebe vor Liebe zur Wahrheit zu erfüllen, so kann geglaubt. Denn wer den Frieden seines allem Werke Gottes sind, eben diese daran dazu nichts anderes dienen, als die grosHerzens, wer die Stütze seines innern zeigen und üben sollen.  So ist nun sen Offenbarungen der Liebe, Weisheit Lebens in dem seligen Glauben gefunden gewiß auch das Unglück der Taubheit und Macht Gottes, welche die heilige hat, daß Gott in Christo sich seiner erdem christlichen Glauben und der christSchrift erzählt, und die in der Sendung barmet habe, daß seine Seele um Christil lichen Liebe um so mehr zugewiesen, als des Sohnes Gottes auf Erden ihre höchste willen vor Gott werth geachtet sey, ja einerseits gerade dieses Uebel, wenn nicht Anschaulichkeit und damit ihre größte daß eben nür die unverdiente und für durch sorgfältige Erziehung und zweck. Kraft auf das Menschenherz erreichen. uns unbegreifliche Werthschätzung der mäßigen Unterricht entgegengetreten wird, Auf diesen Mittelpunkt alles UnterMenschenseelen Gott zu der Hingabe seiseiner Natur nach von der größten, dem richts müßen die übrigen Unterrichtsgenes Sohnes für uns in Niedrigkeit. Roth Menschen durch Gottes Erbarmen begenstände so viel möglich als vorbereitend und Tod bewogen habe, der wird, wiel stimmten, Wohlthat, der Erkenntniß des und unterstützend bezogen werden. er durch diesen Glauben seine eigenel Evangeliums, ausschließt, andererseits Erleichtert wird die Lösung der hier Seele werthschätzen, sich selbst in Christol aber, wenn eine zweckmäßige Hilfe einbezeichneten Aufgaben aber, erstlich durch auf die rechte Art lieben lernt, sol tritt, mit so sichtbarem Erfolge die mit den lebendigen, wohlthuenden und belehauch gleichermaßen den Werth jeder andem Uebel verbundenen Mängel erstatteti renden Verkehr, in welchem das Lehrerdern Menschenseele einsehen, und in werden können. Personal der Taubstummen-Anstalt mit Christo, wie sich selbst, lieben lernen. Dieß sind die Betrachtungen, welche dem Herrn Jnspektor Zeller und den Denn wenn das Evangelium irgendwo die hier eröffnete Taubstummen-Anstalt übrigen Lehrern der freywilligen Armenangenommen wird, so theilt es ein neues ins Daseyn gerufen haben, und die zuSchullehrer-Anstalt steht, einer Anstalt, Leben, nämlich die reine Gottesund gleich auch zum Voraus schon das Ziel die, wie bekannt, auf evangelische GrundMenschenliebe mit. Darum hat auch zu und die Grundsätze bezeichnen, nach welsätze sich stützt, und dieselben in einer allen Zeiten und an allen Orten, wo dasl chen die Anstalt geführt werden soll. Reihe von Jahren und Erfahrungen ergroße Wort von der Gnade Gottes in Die der Anstalt anvertrauten Zöglinge probt hat; und dieser Verkehr ist um so Christo Menschenherzen ergriffen hat, sich sollen erzogen und unterrichtet werden Erfolgund Einfluß-reicher, je mehr er der Trieb und das Bedürfniß eingestellt, für das Reich Gottes, für die Wahrheit, seinen eigentlichen Lebensgrund hat in Liebe zu äußern, den Brüdern in Liebe so daß sie wesentlich, daß sie geistig gedem gemeinschaftlichen Glauben an den zu dienen und zu demselben Leben, dessen; bildet, einen Schatz in ihr Herz bekomEinen HErrn und Heiland. – Erleichtert man selbst theilhaftig geworden, zu helmen, der in die Ewigkeit hineinreicht. wird die Lösung der genannten Aufgaben fen. – Aus diesem Triebe und BedürfDieses Hauptziel aber, das unserer Anferner dadurch, daß dem Vorsteher der nisse sind alle die Anstalten der Liebe stalt gesteckt ist, schließt natürlich durchAnstalt eine vielerfahrene Hausmutter hervorgegangen, welche das Christenthumt aus nicht aus die Berlcksichtigung auf zur Seite steht, die früher schon eine zu allen Zeiten so wesentlich ausgezeichdie Brauchbarkeit fürs burgerliche Lelängere Reihe von Jahren einer andern net haben vor allem, auch dem gebildetben. Im Gegentheil ließe sich das gegrößern wohlthätigen Anstalt vorgestanden sten Heidenthum. Namentlich aber hat nannte Hauptziel ja gewiß nicht erreiist, und nun mit eben so viel christlichem das durch das Evangelium erweckte neue chen, wenn die Zöglinge nicht auch beSinn als mütterlicher Sorgfalt die ZögLebensprinzip, die christliche Liebe, auchl fähiget würden, einestheils durch vorlinge verpflegt und miterzieht; und daß vielfältige Bemühungen und Sorgfalt bereitende nützliche Kenntnisse, andernendlich der Vorsteher noch durch einen hervorgerufen, und mußte sie seiner Natheils durch Angewöhnung an allerleyl christlichgesinnten, wohlunterrichteten Getur nach hervorrufen, für Erziehung und Arbeit und Ausbildung der Körperkräfte hilfen im Lehrfach sowohl, als in der Unterricht der Kinder, als deren Seelen einst im bürgerlichen Leben tüchtig und Tag und Nacht ununterbrochenen Beaufbesonders werth geachtet sind von dem arbeitsam, und dadurch vor innerlicher sichtigung der Zöglinge tüchtig unterstützt wird. So kommt der Aufmunterung und erbarmungsreichen Gott und HErrn. Fäulniß bewahrt zu werden. Zu Erreichung des genannten HauptAnregung von außen ein glückliches, in Sollten nun aber von diesen Bemühungen, dieser Sorgfalt ausgeschlossen bleiZweckes aber wird die heilige Schrift als Lehre und Erziehung nur auf Einen Punkt das einige Mittel benutzt, und zwar so, hinzielendes, Zusammenwirken von innen ben diejenigen, die vor andern, augensprechen von gedruckten und geschriebenen entgegen, um dem Segen Gottes keine selbstgemachte Hindernisse in den Weg zu Wörtern und Sätzen, so wie durch Diktiren, wobey die Schüler die Wörter von legen. Im Besondern und Einzelnen nun aber den Lippen des Lehrers absehen. Erlernung und Erklärung von einzelnen sind die Verhältnisse und die gegenwärtige Einrichtung der Taubstummen-Anstalt Wörtern. Sodann Schönschreiben, Rechfolgende. Den Winter über stehen die nen, die Anfangsgründe des Zeichnens. Zöglinge auf um halb 7 Uhr, kleiden sich Die taubstummen Zöglinge sind nun etwas an, kämmen und waschen sich unter Aufüber 7 Monate hier, darum können noch sicht des Lehrgehilfen, der auch, um Aufnicht alle Lehrgegenstände in dem Untersicht zu halten, und alle bey Nacht vorrichte vorkommen, die in den ganzen Lehrkommenden Anstände zu beseitigen, in dem plan gehören, und wozu vor allem biblische Geschichte gehört, dann Geographie selben Zimmer mit den Knaben schläft. Nach 7 Uhr wird gefrühstückt, und sodann und überhaupt alles, was in einer Schule von dem Vorsteher der ganzen Hausgenosvon vollsinnigen Kindern erfordert wird, senschaft ein Abschnitt aus heiliger Schrift die Musik abgerechnet. Mit dem Fortvorgelesen mit einer kurzen Betrachtung schreiten der Zöglinge treten darum auch daruber. in der oben beschriebenen Zeiteintheilung Von 8 Uhr bis 12 Uhr ist Schuluntereinige Veränderungen ein, 3. B. daß die richt, welchen der Vorsteher und sein GeZöglinge auch außer der Schulzeit sich hilfe in demselben Zimmer ertheilen. Uml mit Ausarbeitung von Aufgaben, mit 10 Uhr wird in einer kurzen Zwischenzeit Auswendiglernen beschäftigen werden, ein kleines Brod genommen von den Zögwenn sie einmal dieß für sich selbst zu thun lingen. im Stande sind. Nach dem Mittagessen, das um 12 Uhr Die gegenwärtige Anzahl der Zöglinge stattfindet, bringen die Zöglinge zuweilen beträgt sieben. Eine Vergrößerung dieihre Kleider in Ordnung; gewöhnlich ser Anzahl wäre um so möglicher und aber, wenn es die Witterung erlaubt, wünschenswerther, als sich die Anstalt in machen sie einen Spaziergang, und wennl einem geräumigen Lokal, in der neben dem dieß nicht geschehen kann, beschäftigen sie Schlosse dahier befindlichen ehemaligen sich für sich selbst mit Zeichnen, Malen Großherzoglich Badischen Domainen-Veroder einem zweckmäßigen Spiel, als Kewaltung befindet, und die Anzahl der gelschieben u. d. g. Dieß geschieht immer Lehrer eine solche Vergrößerung gar wohlf alles unter Aufsicht, gewöhnlich unter gestattet. Die Bedingungen der Aufnahme sind der des Gehilfen, von Zeit zu Zeit aber nachfolgende: auch unter der des Vorstehers. Das jährliche Kostgeld ist auf 25 LouisVon 2 Uhr an ist wieder Schule bis 4 Uhr, ausgenommen am Mittwoch Nachd'or festgesetzt. Für Kinder, die keinen mittag, als an welchem bey günstiger Wit. vermögende Eltern haben, oder die gar terung ein größerer Spaziergang gemacht, durch Wohlthäter unterhalten werden, kann der Preis auf 15 Louisd'or ermäßiwird. get werden. Das Kostgeld wird jährlich Um 4 Uhr nehmen die Kinder ein Abendbrod und haben dann wieder frey bis5 oder halbjährlich vorausbezahlt. Dafürl Uhr. In dieser Zeit siehet man darauf, haben die Kinder außer dem bereits spedaß die Knaben sich eine stärkere Beweziell aufgeführten Unterricht und der imgung machen; und der Vorsteher hält sie merwährenden Aufsicht bey Tag und Nacht, wo möglich selbst von Zeit zu Zeit zu LeiWohnung, durchaus angemessene, reichliche Nahrung, Bett und Wäsche. Sollte bes-Uebungen an. Von 5 bis 7 1/2 Uhr haben die Kinder man für ein Kind das eigene Bett beyzufür jetzt noch eine zweckmäßige Handarbeit, behalten wünschen, so wird dieß als eine Erleichterung für die Anstalt betrachtet. wiederum unter Aufsicht. Um 71/2 Uhr speist man zu Nacht, und Für Kleider und Weißzeug muß von Seiten der Eltern oder Wohlthäter gesorgt die Kinder gehen um 8½ Uhr zu Bett. Der Tag wird sodann, wenn die häuswerden, entweder in natura oder durch lichen Arbeiten vollendet sind, wieder mit eine Geldentschädigung an die Anstalt. Das Alter der aufzunehmenden Kinder einer Hausandacht beschlossen. sollte wo möglich nicht unter8, und nicht, Die gegenwärtig behandelten Lehrgeviel wenigstens, über 10 Jahren seyn. genstände sind: Der Cursus für einen taubstummen Sprachunterricht, in der Bildung von einfachen Sätzen, so daß derselbe zusamZögling sollte in der Regel 6 Jahre bemenfällt mit dem Unterricht über Anschautragen. Wünschenswerth ist es, wenn die geungs-Gegenstände, und also zugleich ein meldeten Kinder dem Vorsteher vorgestellt Sachunterricht ist. werden könnten, um über deren BildungsSprechübungen durch Lesen und Aus-"
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a0,"Nachricht 3. für Gesangfreunde. Sämmtliche Mitglieder des StadtBaselschen Männerchores, so wie alle diejenigen, welche demselben beyzutreten wünschen, werden hiemit eingeladen, einer Sitzung im untern Collegium, Sonntags den 12. dieß, nach der Morgenkirche, beyzuwohDie Commission. nen."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a1,"4. Diejenigen hiesigen Bürger, welche Willens sind, als Mitglieder in die Gesellschaft der freywilligen bürgerlichen Wittwenund WaisenKasse zu treten, so wie diejenigen Wittwer, welche bereits Mitglieders derselben sind und sich wiederum verehelicht haben, sind ersucht, sich deßfalls bey dem Herrn Vorsteher, T. Herrn Stadtrath Haas, auf dem St. Leonhards-Graben, bis ende dieses Monats anzumelden, und zugleich ihre und ihrer Ehegattinen Taufscheine nebst CopulationsSchein beyzubringen. Basel, den 6. Jan. 1834 7. Das Sekretariat."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a10,"3. Ludwig Kindler Fußbote von Kandern, bringt in Erin. nerung, daß er alle Donnerstage nach Basel kommt und Freytags wieder zurück geht. Wer Aufträge und Commissionen für dorthin und die umliegenden Ortschaften zu besorgen hat, beliebe dieselben bis Freytags Mittags 12 Uhr bey Herrn Wertenberg, Bürstenbinder bey der Brodlaube, abzugeben, desgleichen auch bey Herrn Stockmeyer am BläsyThor. Auch kann man zu jeder Zeit an beyden Orten Bretzeln haben."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a11,"14. In der Gegend der Streitgasse, obern Freyenstraße oder des Bäumleins sucht man einen Mithalter zum Kantonsblatt."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a12,"15. Dürtemb. Credit-Perein. Bey der aus Auftrag der Direction des Würtemb. Credit-Vereins am 1. dieses unter notar. Beistand stattgehabten neuen Verloosung, sind folgende Nummern zur 1/4jährigen Aufkündung bezeichnet worden; als: La. 42 Obligationen à fl 1000. à 4 1/2 %. N. 35. 37. 43. 47. 65. 69. 99. 103. 107. 109. 117. 119. 123. 129. 130. 131. 135. 140. 148. 151. 153. 175. 180. 181. 204. 205. 206. 213. 215. 224. 247. 269. 283. 287. 324. 327. 338. 346. 347. 351. 361. 371. 2. 13 Obligationen à fl 500. à 4 1/2 %. N. 11. 57. 58. 61. 69. 73. 81. 94. 95. 102. 106. 118. 121. Là. 15 Obligationen à fl 100. à 4 1/2 %. N. 14. 22. 28. 30. 31. 52. 53. 57. 62. 63. 118. 120. 121. 132. 144. L2. 1Obligation à fl 1000. No. 98. à 4 %. La. 4 Obligationen à fl 100. à 4 %. N. 10. 12. 15. 24. Die resp. Inhaber dieser Obligationen belieben hievon Vormerkung zu nehmen, um deren Betrag samt Zinsen am 1. Aprill nächstkünftig bey uns beheben zu lassen. Basel am 9. Jan. 1834. Ehinger & Comp."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a13,"16. Den 30. Dec. ist im Modenmagazin von Frau Brenner an der Freyenstraße ein brauner Parapluie mit gelbem Bord und gelbem Griff gegen einen von Percale verwechselt worden. Man ist ersucht, denselben in No. 1457 auf dem Münsterplatz gegen den Verwechselten auszutauschen."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a14,"1. In No. 1190. obere Freyenstraße, ist zu erfragen, bey wem, um billigen Zins, auf eine Reise für längere Zeit ein vertrautes und gutes Pferd mit oder ohne"
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a15,"18. In St. Peters Gemeinde wünscht Jemand Mithalter zum Moniteur du Commerce zu werden, um dieses Blatt den folgenden Tag abholen und behalten zu"
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a16,"19. Der Unterzeichnete empfiehlt sich E. E. Publikum; allerhand Sägen zu feilen, und bittet um geneigten Zuspruch. Man beliebe sich in No. 1739 hinter der großen Metzg zu melden. Sägenfeiler."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a17,"20. Unterzeichnete macht C. E. Publikum die Anzeige, daß sie ihre Wohnung verändert hat und nun in dem Garten des Herrn Haas bey St. Leonhard wohnt, wo sie sich zu fernerm Wohlwollen höflichst empfiehlt, sowohl im Flecken-ausputzen als auch allen Seidenstoff zu waschen und zu appretiren; auch hat sie eine neue Erfindung gemacht: das gefleckte Tuch in Zeit von 24 Stunden sauber wieder herzustellen. Frau Wibert geb. Krug."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a2," n e ig e. 5. Da wieder ein neuer Kursus im Elementarunterricht für den Männerchorgesang eröffnet wird, so sind diejenigen, welche daran Antheil nehmen wollen ersucht sich einschreiben zu lassen bey Fr. Wagner, Lehrer, hinter dem Münster."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a3,"6. Die Mitglieder der Lehrerwittwenund Waisen-Kasse werden ersucht, ihren Beytrag für 1834. an dem Kompetenz-Tage oder im Laufe des Januars dem Unterzeichneten einzuliefern, bey welchem auch in derselben Zeit die Wittwengehalte für 1833, mit 30 Franken, bezogen werden können. La Roche, Rector, Verwalter."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a4,"7. Montags den 30. Dec. 1833. ist im Sulzner'schen Zuckerbeckladen bey derf Rheinbrücke ein braunseidener Regenschirm gegen einen ähnlichen etwas ältern verwechselt worden. Man ist ersucht, ihn in No. 520 wieder auszutauschen."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a5,"8. Da ich durch Umstände genöthiget einige Zeit meinen Beruf nicht gehörig betreiben konnte, nun aber meine ehemalige Werkstätte wieder bezogen habe, so bitte hiemit E. E. Publikum wie meine frühern E. Kunden höflichst, mich mit ihrem Zutrauen wieder zu beehren, ich werde mich bestreben, dieselben auf das Beßte und Billigste zu bedienen. Lukas Speyr, Schlosser, No. 296 an der Webergasse."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a6,"9. Im Berichthaus sind gratis zu haben: Kataloge einer beträchtlichen Sammlung Bücher aus allen wissenschaftlichen Fächern, Musikalien und Kupferstichen, die den 8. Febr. bey Herrn Konrad Seiler in Schaffhausen versteigert werden."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a7,"10. Ich benachrichtige hiemit E. E. Publikum, daß nun wieder alle Tage von den bekannten extraguten Fastenwähen zu haben sind; auf Bestellung werden auch größere zu allen beliebigen Preisen gemacht, und empfehle mich demselben in allen in meinen Beruf einschlagenden Artikeln bestens. J. J. Müller, Weißbeck, No. 276 kI."
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a8,"11. Geschäfts-Antrag. Zu einem bereits begonnenen vortheilhaften Fabrikgtions-Geschäft, mit Handlung verbunden, wird ein Associé oder Theilnehmer mit einigem Fond gesucht. Dießfallsige Anträge beliebe man unter Adresse FS. in No. 1424 an der obern F. eyenstraße franko abzugeben"
04b567e5-82fd-5547-ad6f-0a79cd7efa35/a9,"12. Frau Holzach-Schaub, Lehrerin an der Nähschule lobl. Gesellschaft des Guten und Gemeinnützigen, hat die Ehre ihren geehrten Kunden und E. E. Publikum überhaupt anzuzeigen, daß sie nicht mehr bey Herrn Stupanus, Buchbinder am Herbergsberg, sondern nunmehr in der ehemals Wäffler'schen Behausung No. 532 am Imbergäßlein wohnt. Sier empfiehlt sich in allen Näharbeiten und verspricht saubere, prompte und bilige B"
80375e92-f57f-5106-be2b-cca6b76d6ff2/a0,"21. Eine Mahlmühle mit 2 Mahlgängen nebst einer Reunlen, stehet in Efringen aus freyer Hand zu verkaufen, nebst 9 Viertel Mattland: eine Jucharte Ackerland; auch eine Behausung mit doppelter Stallung. Preis und Bedingnisse sind bey Seraphin Stöcklin, Müller in Stätten, Amt Lörrach, zu erfragen."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a1,"22. Eine Parthie gutconditionirte starke seiler, um billigen"
80375e92-f57f-5106-be2b-cca6b76d6ff2/a10,"2 No. 1582 bey der Brodlaube ist wieder eine frische Sendung von der bekannten extraguten Chocolade mit Zucker angelangt, das à 5 und 6 Btz., die Paquets in 4, 5, 6 und 12 Tafeln abgetheilt."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a11,"32. Ein schöner runder Tisch, so viel als nen."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a12,33. Auf E. E. Zunft zum Bären ist Wildschweinfleisch zu haben.
80375e92-f57f-5106-be2b-cca6b76d6ff2/a13,"1. In No. 1196 am Bäumlein wünscht man vom Christlichen Volksboten N. 2 bis 7 zu erhalten; wer dieselben zu verkaufen wünscht, beliebe sie allda abzugeben."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a14,"2. Die Stunden der Andacht, gut erhalten."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a15,"3. Vom Missions-Magazin die vier letzten Jahrgänge von 1830. 31. 32 und 33, vollständig und sauber; zur Einsicht nebst Preis ins Berichthaus zu senden."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a16,"4. Ein großes Schwungrad, in No. 581."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a17,"5. In No.,12 wünschte man N. 15 des Christlichen Volksboten gegen Dank und Bezahlung zur völligen Ergänzung zu erhalten."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a18,6. Etliche Wägen Quaderoder andere dauerhafte Steine.
80375e92-f57f-5106-be2b-cca6b76d6ff2/a19,"7. Noch in gutem Stande sich befindende Meubeln, als Kommoden, Tische und Bettladen, um billigen Preis."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a2,"23. Das von Reisenden und Fuhrwerken stark besuchte Gasthaus zum Schwert in der Gemeinde Hornussen, Bezirks Lauffenburg, in der Mitte, an der Landstraße von Basel nach Zürich, am Fuße des Bötzbergs gelegen, welches nicht nur mit den erforderlichen Scheunen u. Stallungen wohl versehen ist, sondern auch auf dem Gasthaus zugleich ein Metzg1. ein Schmidte-Recht haftet, wird aus freyer Hand hiemit zum Kauf angetragen. Auf Verlangen des Käufers können demselben zur Betreibung dieser Wirthschaft nicht nur alle dazu gehörigen Mobilien u. Geräthschaften abgetreten werden, sondern es steht demselden noch frei mit dem Kaufe des Gasthauses ꝛc. auch bedentende Liegenschaften an Matten, Acker u. Holzland zu übernehmen. Liebhaber für diesen Kauf mögen sich deshalb an den unterzeichneten Eigen. thümer selbst wenden, und sonach die billigen Kaufsbedingungen vernehmen. Hornussen den 9. Dec. 1833. Felir Biri, zum Schwert"
80375e92-f57f-5106-be2b-cca6b76d6ff2/a20,8. On désirerait trouver à acheter des tableauxsynoptiques de l'histoire générale; à s'adresser au No. 1622.
80375e92-f57f-5106-be2b-cca6b76d6ff2/a21,"9. Die allgemeine Zeitung, 14 Tage nach deren Ankunft zu liefern, gegen 50 Btz. per Jahr, oder 5 Btz. per Monat-"
80375e92-f57f-5106-be2b-cca6b76d6ff2/a22,"10. Sebastian Brants Narrenschiff mit Holzschnitten, gut erhalten; und F. H. von der Hagen Narrenbuch in 8°. In billigen Preisen. 1811. "
80375e92-f57f-5106-be2b-cca6b76d6ff2/a23,"11. Eine ganz leichte Offiziersflinte nach der frühern franz. Ordonnanz, in gehörigem volltommenem Calibre, ohne Zierrath. Ist sich diesfalls in No. 1206 hin zu melden. ünste"
80375e92-f57f-5106-be2b-cca6b76d6ff2/a24,"12. Sollte Jemand die Nummern 2 bis 6 des Christlichen Volksboten abgeben können, so beliebe man solche nebst Preis im Berichthaus abzugeben."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a25,"1. Ein schönes Losament in Mitte der Stadt, von Stube, Nebenzimmer, Küche und Sommerhaus im ersten Stock; sodann 2 kleinen heizbaren Zimmern und 3 Kammern im dritten Stock, nebst Platz zu Holz, Waschhaus und Keller, sogleich hen."
80375e92-f57f-5106-be2b-cca6b76d6ff2/a26,
80375e92-f57f-5106-be2b-cca6b76d6ff2/a27,
80375e92-f57f-5106-be2b-cca6b76d6ff2/a28,"2. In No. 74 an der Rheingasse: Ein Losament von Stube, Kammer, Platz zu Holz und was der Augenschein zeigen wird, an eine kleine ehrbare Haushalung, auf Fastnachtfronfasten."
